WorkloadId,Status,Instance,Region,Mode,Created,Completed,QPU,Usage (seconds),User,Tags,Account
d556ja1smlfc739gerd0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T10:06:32.435Z,2025-12-23T10:15:15.409Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d556eanp3tbc73ao1vs0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:55:54.032Z,2025-12-23T10:06:31.426Z,ibm_torino,29,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d556b23ht8fs73a0ikpg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:48:56.654Z,2025-12-23T09:55:52.810Z,ibm_torino,30,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5566unp3tbc73ao1op0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:40:10.852Z,2025-12-23T09:48:55.502Z,ibm_torino,30,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d55660onsj9s73b2gclg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:38:11.048Z,2025-12-23T09:40:09.642Z,ibm_torino,29,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5564pjht8fs73a0ie70,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:35:34.518Z,2025-12-23T09:38:09.855Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5563gjht8fs73a0ics0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:32:50.268Z,2025-12-23T09:35:33.545Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5562mfp3tbc73ao1kdg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:31:05.377Z,2025-12-23T09:32:48.953Z,ibm_torino,29,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5561egnsj9s73b2g7r0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:28:26.872Z,2025-12-23T09:31:04.252Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5560h3ht8fs73a0i9rg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:26:28.272Z,2025-12-23T09:28:25.770Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555v67p3tbc73ao1gqg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:23:36.999Z,2025-12-23T09:26:26.976Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555ts0nsj9s73b2g3v0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:20:48.845Z,2025-12-23T09:23:35.895Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555t0gnsj9s73b2g310,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:18:58.649Z,2025-12-23T09:20:47.526Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555rq1smlfc739ge3vg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:16:24.384Z,2025-12-23T09:18:57.766Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555qrrht8fs73a0i3u0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:14:23.082Z,2025-12-23T09:16:23.477Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555pkrht8fs73a0i2h0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:11:47.693Z,2025-12-23T09:14:21.969Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555obnp3tbc73ao19f0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:09:02.124Z,2025-12-23T09:11:46.621Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555nronsj9s73b2ftag,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:07:59.625Z,2025-12-23T09:09:01.031Z,ibm_torino,29,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555ng1smlfc739gdv3g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:07:12.834Z,2025-12-23T09:07:58.636Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555n40nsj9s73b2fshg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:06:24.764Z,2025-12-23T09:07:11.812Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555mo1smlfc739gdue0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:05:36.833Z,2025-12-23T09:06:23.788Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555mbpsmlfc739gdu20,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T09:04:47.482Z,2025-12-23T09:05:35.103Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555g39smlfc739gdnr0,failed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T08:51:25.132Z,2025-12-23T08:52:03.858Z,ibm_torino,10,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555flgnsj9s73b2fl00,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T08:50:30.674Z,2025-12-23T08:51:24.175Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d555f81smlfc739gdmug,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-23T08:49:36.188Z,2025-12-23T08:50:28.804Z,ibm_torino,29,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541svgnsj9s73b1djtg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T16:21:18.844Z,2025-12-21T16:21:34.792Z,ibm_torino,3,John Kerfoot,"NQCC-Q4, SBQKD, shots:4096, dirichlet, linear, N=3, cutoff=8",d4f95db0515b47b7ba61dba8a424f873
d541sp0nsj9s73b1djmg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T16:20:52.509Z,2025-12-21T16:21:09.192Z,ibm_torino,3,John Kerfoot,"NQCC-Q4, SBQKD, shots:4096, dirichlet, linear, N=3, cutoff=8",d4f95db0515b47b7ba61dba8a424f873
d541si1smlfc739fbld0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T16:20:24.806Z,2025-12-21T16:20:42.526Z,ibm_torino,4,John Kerfoot,"NQCC-Q4, SBQKD, shots:4096, dirichlet, linear, N=3, cutoff=8",d4f95db0515b47b7ba61dba8a424f873
d541sbgnsj9s73b1dja0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T16:19:58.698Z,2025-12-21T16:20:15.150Z,ibm_torino,3,John Kerfoot,"NQCC-Q4, SBQKD, shots:4096, dirichlet, linear, N=3, cutoff=8",d4f95db0515b47b7ba61dba8a424f873
d541s5bht8fs739vfjo0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T16:19:33.243Z,2025-12-21T16:19:49.195Z,ibm_torino,3,John Kerfoot,"NQCC-Q4, SBQKD, shots:4096, dirichlet, linear, N=3, cutoff=8",d4f95db0515b47b7ba61dba8a424f873
d541rufp3tbc73amv4l0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T16:19:05.878Z,2025-12-21T16:19:23.265Z,ibm_torino,3,John Kerfoot,"NQCC-Q4, SBQKD, shots:4096, dirichlet, linear, N=3, cutoff=8",d4f95db0515b47b7ba61dba8a424f873
d541fcrht8fs739vf880,canceled,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:52:19.236Z,2025-12-21T15:53:54.923Z,ibm_torino,23,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541f0fp3tbc73amup00,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:51:29.298Z,2025-12-21T15:52:17.302Z,ibm_torino,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541e51smlfc739fb8c0,canceled,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:49:40.684Z,2025-12-21T15:50:04.158Z,ibm_kingston,0,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541dgonsj9s73b1d5t0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:48:19.089Z,2025-12-21T15:49:39.160Z,ibm_kingston,35,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541cu9smlfc739fb78g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:47:05.967Z,2025-12-21T15:48:18.062Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541cagnsj9s73b1d4qg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:45:46.356Z,2025-12-21T15:47:05.069Z,ibm_kingston,35,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541bo0nsj9s73b1d48g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:44:32.171Z,2025-12-21T15:45:45.067Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541b31smlfc739fb5g0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:43:08.644Z,2025-12-21T15:44:30.692Z,ibm_kingston,35,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541ai9smlfc739fb500,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:42:01.160Z,2025-12-21T15:43:06.869Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541a1gnsj9s73b1d2lg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:40:54.236Z,2025-12-21T15:42:00.079Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5419h3ht8fs739vf2r0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:39:48.913Z,2025-12-21T15:40:52.985Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5418t3ht8fs739vf290,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:38:28.143Z,2025-12-21T15:39:47.885Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d54188fp3tbc73amuipg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:37:05.441Z,2025-12-21T15:38:26.725Z,ibm_kingston,35,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5417pnp3tbc73amuic0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:36:07.025Z,2025-12-21T15:37:04.441Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d54175onsj9s73b1d03g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:34:47.726Z,2025-12-21T15:36:05.682Z,ibm_kingston,35,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5416kjht8fs739vf070,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:33:38.640Z,2025-12-21T15:34:46.598Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d54160psmlfc739fb0v0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:32:19.415Z,2025-12-21T15:33:37.348Z,ibm_kingston,35,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5415h1smlfc739fb0gg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:31:16.350Z,2025-12-21T15:32:18.409Z,ibm_kingston,31,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5414s7p3tbc73amufn0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:29:53.045Z,2025-12-21T15:31:15.189Z,ibm_kingston,40,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5414gbht8fs739veu8g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:29:05.345Z,2025-12-21T15:29:51.447Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d541448nsj9s73b1ct80,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:28:17.736Z,2025-12-21T15:29:04.004Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5413ojht8fs739vethg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:27:30.949Z,2025-12-21T15:28:16.193Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5413chsmlfc739faui0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:26:42.427Z,2025-12-21T15:27:29.685Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d54130psmlfc739fau7g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:25:55.760Z,2025-12-21T15:26:41.020Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5412l7p3tbc73amudn0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:25:08.404Z,2025-12-21T15:25:54.689Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d54129bht8fs739ves70,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:24:21.122Z,2025-12-21T15:25:06.983Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5411thsmlfc739fat70,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:23:34.505Z,2025-12-21T15:24:20.022Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d5411hgnsj9s73b1cqug,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-21T15:22:46.549Z,2025-12-21T15:23:32.296Z,ibm_kingston,28,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=2, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d52ms18nsj9s73b05o30,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-19T15:23:49.460Z,2025-12-19T15:24:00.651Z,ibm_torino,7,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=0, 30 copies",d4f95db0515b47b7ba61dba8a424f873
d52mrufp3tbc73alnasg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/d4f95db0515b47b7ba61dba8a424f873:ed0704ac-ad7d-4366-9bcc-4217fb64abd1::,us-east,job,2025-12-19T15:23:37.661Z,2025-12-19T15:23:48.705Z,ibm_torino,7,John Kerfoot,"NQCC-Q4, CQAVQE_DW4_exact, shots:4096, Resilience Test, Resilience=0, 30 copies",d4f95db0515b47b7ba61dba8a424f873
